A/B compare (Root__TC set): proto=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a06_ref/r_T_TR0_hists.root base=/mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/rebase_ref/rb_base300_hists.root
metric                            proto         base        delta
-----------------------------------------------------------------
eff overall (pt sums)            0.3272       0.3281      -0.0009
eff overall (pt>0.9)             0.8082       0.8099      -0.0017
eff vxy [0,1)                    0.8412       0.8430      -0.0018
eff vxy [1,5)                    0.7902       0.7719      +0.0183
eff vxy [5,10)                   0.7285       0.6543      +0.0742
eff vxy [10,30)                  0.7406       0.6645      +0.0761
eff dxy [0,1)                    0.8354       0.8307      +0.0047
eff dxy [1,5)                    0.6143       0.5541      +0.0602
eff dxy [5,10)                   0.2016       0.2097      -0.0081
eff dxy [10,30)                  0.0307       0.0567      -0.0260
eff barrel |eta|<1.1             0.9250       0.9256      -0.0006
eff transition 1.1-1.7           0.8796       0.8819      -0.0023
eff endcap >1.7                  0.7433       0.7460      -0.0027
dup rate (pt sums)               0.0626       0.0503      +0.0123
dup rate (pt>0.9)                0.0634       0.0518      +0.0117
dup rate barrel                  0.0461       0.0099      +0.0362
dup rate transition              0.0351       0.0126      +0.0224
dup rate endcap                  0.0815       0.0856      -0.0040
fake rate (pt sums)              0.0552       0.0447      +0.0104
fake rate (pt>0.9)               0.0569       0.0448      +0.0121
fake rate barrel                 0.0680       0.0425      +0.0255
fake rate transition             0.0717       0.0445      +0.0272
fake rate endcap                 0.0463       0.0460      +0.0003
mean nhitOT                       6.563        6.519       +0.044
mean nhitOT barrel                9.867       10.148       -0.281
mean nhitOT transition           10.004       10.015       -0.011
mean nhitOT endcap                3.711        3.562       +0.149
n TC (fr denom)                  619120       608190       +10930
n sim (ef denom)                  62555        62555           +0
wrote /mnt/data1/gsn27/here/CMSSW_17_0_0_pre2/src/RecoTracker/LSTCore/standalone/a06_ref/r_T_TR0.json
